Freq(Hz) SPL(dB)
15	79.319
16	79.427
17	79.338
18	79.674
19	80.212
20	80.518
21	80.823
22	81.138
23	81.218
24	81.369
25	81.441
26	81.51
27	81.775
28	81.736
29	81.81
30	82.126
31	82.169
32	82.39
33	82.358
34	82.223
35	82.449
36	82.462
37	82.41
38	82.538
39	82.48
40	82.455
41	82.472
42	82.556
43	82.63
44	82.561
45	82.588
46	82.69
47	82.481
48	82.35
49	82.623
50	82.478
51	82.513
52	82.62
53	82.571
54	82.502
55	82.494
56	82.58
57	82.453
58	82.572
59	82.572
60	82.371
61	82.484
62	82.493
63	82.446
64	82.541
65	82.465
66	82.493
67	82.507
68	82.393
69	82.437
70	82.521
71	82.555
72	82.597
73	82.676
74	82.764
75	82.851
76	82.851
77	82.841
78	82.936
79	82.895
80	82.698
81	82.777
82	82.873
83	82.788
84	82.804
85	82.772
86	82.771
87	82.771
88	82.762
89	82.762
90	82.767
91	82.77
92	82.766
93	82.779
94	82.718
95	82.782
96	82.802
97	82.821
98	82.837
99	82.69
100	82.696
101	82.776
102	82.688
103	82.768
104	82.786
105	82.724
106	82.742
107	82.72
108	82.715
109	82.711
110	82.679
111	82.677
112	82.712
113	82.698
114	82.686
115	82.688
116	82.675
117	82.668
118	82.677
119	82.702
120	82.674
121	82.664
122	82.652
123	82.661
124	82.644
125	82.638
126	82.657
127	82.616
128	82.61
129	82.63
130	82.661
131	82.601
132	82.653
133	82.568
134	82.448
135	82.602
136	82.532
137	82.494
138	82.51
139	82.472
140	82.412
141	82.472
142	82.362
143	82.309
144	82.563
145	82.531
146	82.278
147	82.325
148	82.316
149	82.377
150	82.408
151	82.352
152	82.302
153	82.251
154	82.255
155	82.221
156	82.157
157	82.128
158	82.031
159	82.058
160	81.993
161	81.912
162	81.929
163	81.918
164	82.013
165	81.963
166	81.866
167	81.897
168	81.869
169	81.802
170	81.827
171	81.746
172	81.734
173	81.778
174	81.673
175	81.651
176	81.668
177	81.585
178	81.56
179	81.535
180	81.532
181	81.512
182	81.438
183	81.474
184	81.424
185	81.399
186	81.38
187	81.298
188	81.36
189	81.356
190	81.263
191	81.236
192	81.173
193	81.199
194	81.153
195	81.134
196	81.129
197	81.016
198	80.97
199	81.007
200	80.977
201	80.922
202	80.913
203	80.863
204	80.858
205	80.859
206	80.761
207	80.722
208	80.678
209	80.634
210	80.639
211	80.592
212	80.513
213	80.511
214	80.492
215	80.422
216	80.385
217	80.335
218	80.295
219	80.309
220	80.183
221	80.121
222	80.13
223	80.054
224	80.069
225	79.995
226	79.95
227	79.916
228	79.872
229	79.851
230	79.8
231	79.794
232	79.694
233	79.662
234	79.595
235	79.513
236	79.508
237	79.507
238	79.49
239	79.421
240	79.37
241	79.289
242	79.294
243	79.229
244	79.207
245	79.201
246	79.118
247	79.128
248	79.066
249	78.996
250	79.02
251	78.939
252	78.963
253	78.967
254	78.87
255	78.894
256	78.909
257	78.806
258	78.773
259	78.771
260	78.736
261	78.697
262	78.702
263	78.667
264	78.63
265	78.611
266	78.566
267	78.544
268	78.497
269	78.434
270	78.386
271	78.334
272	78.258
273	78.227
274	78.259
275	78.202
276	78.152
277	78.114
278	78.056
279	78.03
280	77.964
281	77.921
282	77.947
283	77.874
284	77.846
285	77.851
286	77.774
287	77.799
288	77.782
289	77.756
290	77.767
291	77.739
292	77.809
293	77.789
294	77.814
295	78.088
296	78.178
297	78.227
298	78.27
299	78.402
300	78.49
301	78.588
302	78.717
303	78.947
304	79.062
305	79.2
306	79.399
307	79.501
308	79.691
309	79.873
310	80.054
311	80.192
312	80.311
313	80.508
314	80.702
315	80.796
316	80.977
317	81.137
318	81.224
319	81.361
320	81.492
321	81.614
322	81.703
323	81.825
324	81.937
325	82.068
326	82.124
327	82.18
328	82.237
329	82.297
330	82.357
331	82.408
332	82.453
333	82.504
334	82.553
335	82.585
336	82.621
337	82.641
338	82.655
339	82.672
340	82.678
341	82.68
342	82.674
343	82.65
344	82.644
345	82.611
346	82.617
347	82.584
348	82.542
349	82.524
350	82.473
351	82.445
352	82.415
353	82.377
354	82.369
355	82.341
356	82.312
357	82.264
358	82.225
359	82.193
360	82.156
361	82.088
362	82.047
363	82
364	81.928
365	81.9
366	81.82
367	81.814
368	81.763
369	81.69
370	81.657
371	81.569
372	81.528
373	81.496
374	81.433
375	81.383
376	81.383
377	81.284
378	81.245
379	81.183
380	81.124
381	81.055
382	80.996
383	80.949
384	80.864
385	80.795
386	80.718
387	80.642
388	80.586
389	80.553
390	80.458
391	80.342
392	80.32
393	80.287
394	80.153
395	80.136
396	80.107
397	80.06
398	80.04
399	79.958
400	79.949
401	79.889
402	79.824
403	79.779
404	79.776
405	79.757
406	79.669
407	79.683
408	79.671
409	79.638
410	79.624
411	79.614
412	79.66
413	79.664
414	79.67
415	79.678
416	79.679
417	79.716
418	79.699
419	79.65
420	79.667
421	79.71
422	79.672
423	79.664
424	79.66
425	79.597
426	79.607
427	79.601
428	79.589
429	79.592
430	79.572
431	79.522
432	79.469
433	79.446
434	79.45
435	79.398
436	79.378
437	79.407
438	79.37
439	79.327
440	79.286
441	79.281
442	79.3
443	79.303
444	79.247
445	79.248
446	79.207
447	79.16
448	79.189
449	79.191
450	79.18
451	79.159
452	79.168
453	79.164
454	79.138
455	79.075
456	79.068
457	79.114
458	79.081
459	79.06
460	79.06
461	79.035
462	79.018
463	79.018
464	78.99
465	78.97
466	78.961
467	78.968
468	79.007
469	79
470	78.955
471	78.946
472	78.945
473	78.94
474	78.936
475	78.939
476	78.94
477	78.954
478	78.951
479	78.918
480	78.961
481	78.936
482	78.928
483	78.94
484	78.923
485	78.96
486	78.948
487	78.94
488	78.989
489	78.994
490	78.992
491	78.99
492	78.996
493	78.993
494	78.957
495	78.963
496	79.009
497	79.015
498	79.045
499	79.079
500	79.036
501	79.087
502	79.11
503	79.096
504	79.124
505	79.096
506	79.109
507	79.103
508	79.119
509	79.114
510	79.139
511	79.166
512	79.176
513	79.225
514	79.206
515	79.233
516	79.256
517	79.286
518	79.261
519	79.255
520	79.342
521	79.339
522	79.405
523	79.402
524	79.376
525	79.396
526	79.392
527	79.442
528	79.436
529	79.466
530	79.48
531	79.496
532	79.559
533	79.556
534	79.578
535	79.612
536	79.656
537	79.696
538	79.701
539	79.729
540	79.755
541	79.779
542	79.833
543	79.854
544	79.876
545	79.88
546	79.897
547	79.955
548	79.962
549	79.989
550	80.021
551	80.051
552	80.076
553	80.087
554	80.129
555	80.158
556	80.205
557	80.256
558	80.277
559	80.302
560	80.326
561	80.367
562	80.394
563	80.422
564	80.44
565	80.494
566	80.524
567	80.531
568	80.586
569	80.621
570	80.663
571	80.7
572	80.744
573	80.768
574	80.793
575	80.827
576	80.859
577	80.883
578	80.912
579	80.956
580	80.974
581	81.008
582	81.044
583	81.055
584	81.096
585	81.127
586	81.121
587	81.158
588	81.21
589	81.227
590	81.245
591	81.281
592	81.321
593	81.332
594	81.355
595	81.385
596	81.43
597	81.465
598	81.493
599	81.533
600	81.565
601	81.584
602	81.62
603	81.624
604	81.652
605	81.705
606	81.724
607	81.771
608	81.792
609	81.838
610	81.874
611	81.894
612	81.933
613	81.973
614	82.014
615	82.054
616	82.093
617	82.128
618	82.17
619	82.206
620	82.246
621	82.298
622	82.334
623	82.357
624	82.427
625	82.459
626	82.501
627	82.538
628	82.559
629	82.605
630	82.639
631	82.673
632	82.727
633	82.756
634	82.777
635	82.835
636	82.898
637	82.931
638	82.953
639	83.003
640	83.038
641	83.06
642	83.102
643	83.16
644	83.177
645	83.199
646	83.257
647	83.28
648	83.33
649	83.354
650	83.374
651	83.429
652	83.459
653	83.479
654	83.508
655	83.562
656	83.598
657	83.613
658	83.66
659	83.696
660	83.714
661	83.748
662	83.756
663	83.792
664	83.817
665	83.842
666	83.888
667	83.91
668	83.924
669	83.942
670	83.992
671	84.006
672	84.008
673	84.039
674	84.047
675	84.054
676	84.06
677	84.068
678	84.082
679	84.086
680	84.096
681	84.108
682	84.117
683	84.124
684	84.112
685	84.1
686	84.089
687	84.086
688	84.084
689	84.056
690	84.048
691	84.028
692	84.011
693	84
694	83.964
695	83.945
696	83.905
697	83.874
698	83.835
699	83.777
700	83.739
701	83.701
702	83.629
703	83.599
704	83.54
705	83.495
706	83.438
707	83.367
708	83.318
709	83.247
710	83.174
711	83.101
712	83.063
713	82.985
714	82.894
715	82.832
716	82.777
717	82.68
718	82.608
719	82.566
720	82.512
721	82.439
722	82.368
723	82.335
724	82.263
725	82.196
726	82.134
727	82.089
728	82.018
729	81.986
730	81.938
731	81.893
732	81.874
733	81.834
734	81.787
735	81.739
736	81.71
737	81.685
738	81.672
739	81.64
740	81.608
741	81.6
742	81.583
743	81.568
744	81.566
745	81.563
746	81.559
747	81.567
748	81.57
749	81.537
750	81.517
751	81.551
752	81.576
753	81.581
754	81.583
755	81.603
756	81.616
757	81.612
758	81.647
759	81.687
760	81.687
761	81.713
762	81.748
763	81.769
764	81.782
765	81.823
766	81.84
767	81.876
768	81.913
769	81.959
770	81.996
771	82.013
772	82.089
773	82.134
774	82.168
775	82.194
776	82.223
777	82.273
778	82.323
779	82.348
780	82.372
781	82.436
782	82.477
783	82.512
784	82.562
785	82.605
786	82.655
787	82.697
788	82.718
789	82.767
790	82.805
791	82.856
792	82.899
793	82.954
794	82.988
795	83.03
796	83.063
797	83.091
798	83.141
799	83.17
800	83.209
801	83.239
802	83.282
803	83.32
804	83.363
805	83.397
806	83.434
807	83.472
808	83.507
809	83.526
810	83.566
811	83.592
812	83.616
813	83.66
814	83.695
815	83.72
816	83.725
817	83.764
818	83.79
819	83.806
820	83.832
821	83.846
822	83.877
823	83.892
824	83.898
825	83.933
826	83.949
827	83.954
828	83.96
829	83.972
830	83.974
831	83.983
832	84.008
833	84.022
834	84.037
835	84.047
836	84.069
837	84.063
838	84.065
839	84.083
840	84.088
841	84.112
842	84.111
843	84.117
844	84.139
845	84.153
846	84.165
847	84.161
848	84.182
849	84.204
850	84.202
851	84.217
852	84.234
853	84.239
854	84.257
855	84.266
856	84.266
857	84.273
858	84.294
859	84.299
860	84.323
861	84.337
862	84.354
863	84.366
864	84.366
865	84.383
866	84.399
867	84.398
868	84.401
869	84.42
870	84.435
871	84.443
872	84.463
873	84.481
874	84.494
875	84.513
876	84.519
877	84.542
878	84.532
879	84.531
880	84.572
881	84.577
882	84.603
883	84.619
884	84.628
885	84.639
886	84.665
887	84.682
888	84.677
889	84.692
890	84.698
891	84.693
892	84.71
893	84.723
894	84.725
895	84.751
896	84.76
897	84.767
898	84.769
899	84.755
900	84.772
901	84.771
902	84.773
903	84.785
904	84.784
905	84.795
906	84.795
907	84.796
908	84.798
909	84.792
910	84.796
911	84.794
912	84.789
913	84.788
914	84.786
915	84.786
916	84.777
917	84.77
918	84.774
919	84.769
920	84.761
921	84.753
922	84.74
923	84.724
924	84.726
925	84.726
926	84.713
927	84.709
928	84.69
929	84.683
930	84.682
931	84.672
932	84.665
933	84.649
934	84.645
935	84.638
936	84.617
937	84.607
938	84.599
939	84.594
940	84.571
941	84.564
942	84.569
943	84.546
944	84.525
945	84.524
946	84.515
947	84.52
948	84.519
949	84.499
950	84.504
951	84.521
952	84.529
953	84.525
954	84.532
955	84.56
956	84.556
957	84.57
958	84.613
959	84.632
960	84.68
961	84.711
962	84.745
963	84.788
964	84.82
965	84.862
966	84.897
967	84.927
968	84.961
969	85.016
970	85.025
971	85.07
972	85.102
973	85.127
974	85.158
975	85.195
976	85.221
977	85.248
978	85.286
979	85.305
980	85.326
981	85.36
982	85.378
983	85.4
984	85.426
985	85.443
986	85.48
987	85.494
988	85.508
989	85.544
990	85.555
991	85.572
992	85.596
993	85.613
994	85.633
995	85.649
996	85.678
997	85.711
998	85.711
999	85.735
1000	85.765
1001	85.757
1002	85.77
1003	85.801
1004	85.814
1005	85.828
1006	85.844
1007	85.863
1008	85.866
1009	85.868
1010	85.903
1011	85.925
1012	85.926
1013	85.932
1014	85.944
1015	85.957
1016	85.975
1017	85.988
1018	86.003
1019	86.019
1020	86.021
1021	86.026
1022	86.029
1023	86.042
1024	86.047
1025	86.056
1026	86.06
1027	86.081
1028	86.09
1029	86.089
1030	86.098
1031	86.102
1032	86.115
1033	86.123
1034	86.135
1035	86.143
1036	86.147
1037	86.154
1038	86.165
1039	86.171
1040	86.174
1041	86.18
1042	86.185
1043	86.186
1044	86.189
1045	86.196
1046	86.213
1047	86.221
1048	86.219
1049	86.242
1050	86.246
1051	86.237
1052	86.245
1053	86.26
1054	86.265
1055	86.273
1056	86.282
1057	86.284
1058	86.289
1059	86.29
1060	86.289
1061	86.293
1062	86.295
1063	86.3
1064	86.31
1065	86.316
1066	86.327
1067	86.329
1068	86.33
1069	86.332
1070	86.341
1071	86.345
1072	86.348
1073	86.37
1074	86.365
1075	86.368
1076	86.369
1077	86.365
1078	86.369
1079	86.352
1080	86.348
1081	86.342
1082	86.354
1083	86.363
1084	86.355
1085	86.368
1086	86.368
1087	86.361
1088	86.38
1089	86.386
1090	86.387
1091	86.396
1092	86.394
1093	86.384
1094	86.396
1095	86.405
1096	86.395
1097	86.402
1098	86.393
1099	86.393
1100	86.387
1101	86.39
1102	86.405
1103	86.399
1104	86.385
1105	86.371
1106	86.373
1107	86.372
1108	86.35
1109	86.342
1110	86.338
1111	86.319
1112	86.308
1113	86.301
1114	86.286
1115	86.275
1116	86.257
1117	86.248
1118	86.223
1119	86.202
1120	86.185
1121	86.151
1122	86.134
1123	86.112
1124	86.093
1125	86.061
1126	86.047
1127	86.026
1128	86.007
1129	85.986
1130	85.962
1131	85.94
1132	85.92
1133	85.895
1134	85.869
1135	85.845
1136	85.825
1137	85.803
1138	85.793
1139	85.785
1140	85.763
1141	85.755
1142	85.743
1143	85.734
1144	85.727
1145	85.714
1146	85.701
1147	85.703
1148	85.695
1149	85.689
1150	85.694
1151	85.693
1152	85.698
1153	85.696
1154	85.689
1155	85.693
1156	85.7
1157	85.702
1158	85.707
1159	85.713
1160	85.712
1161	85.725
1162	85.742
1163	85.724
1164	85.734
1165	85.752
1166	85.756
1167	85.766
1168	85.79
1169	85.794
1170	85.793
1171	85.797
1172	85.803
1173	85.82
1174	85.832
1175	85.83
1176	85.843
1177	85.855
1178	85.854
1179	85.867
1180	85.866
1181	85.878
1182	85.892
1183	85.89
1184	85.894
1185	85.906
1186	85.917
1187	85.918
1188	85.921
1189	85.93
1190	85.923
1191	85.923
1192	85.944
1193	85.937
1194	85.933
1195	85.948
1196	85.951
1197	85.95
1198	85.963
1199	85.971
1200	85.97
1201	85.971
1202	85.964
1203	85.959
1204	85.958
1205	85.96
1206	85.975
1207	85.969
1208	85.965
1209	85.978
1210	85.974
1211	85.972
1212	85.969
1213	85.965
1214	85.962
1215	85.94
1216	85.935
1217	85.939
1218	85.916
1219	85.91
1220	85.896
1221	85.875
1222	85.866
1223	85.846
1224	85.839
1225	85.83
1226	85.812
1227	85.814
1228	85.798
1229	85.782
1230	85.783
1231	85.758
1232	85.753
1233	85.738
1234	85.718
1235	85.704
1236	85.71
1237	85.713
1238	85.678
1239	85.688
1240	85.692
1241	85.671
1242	85.673
1243	85.676
1244	85.669
1245	85.671
1246	85.688
1247	85.683
1248	85.686
1249	85.685
1250	85.683
1251	85.693
1252	85.683
