* Measurement data measured by REW V5.20.9
* Source: Frequency Response Averaged data
* Format: Averaged data produced from the rms magnitudes of lokakuuta 3, lokakuuta 3, lokakuuta 3, lokakuuta 3, lokakuuta 3, lokakuuta 3, lokakuuta 3, lokakuuta 3, lokakuuta 3
* Dated: 3.10.2022 18:01:27
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Averaged data produced from the rms magnitudes of lokakuuta 3, lokakuuta 3, lokakuuta 3, lokakuuta 3, lokakuuta 3, lokakuuta 3, lokakuuta 3, lokakuuta 3, lokakuuta 3
* Measurement: TR-X00 PH Right AVG Tiukka
* Smoothing: 1/48 octave
* Frequency Step: 0.36621097 Hz
* Start Frequency: 20.0 Hz
*
* Freq(Hz)	SPL(dB)
204.711929	84.658
205.078140	84.652
205.444351	84.645
205.810562	84.639
206.176773	84.632
206.542984	84.626
206.909195	84.619
207.275406	84.613
207.641617	84.606
208.007828	84.600
208.374039	84.593
208.740250	84.586
209.106461	84.580
209.472672	84.573
209.838883	84.565
210.205094	84.558
210.571305	84.551
210.937516	84.543
211.303726	84.536
211.669937	84.528
212.036148	84.520
212.402359	84.512
212.768570	84.504
213.134781	84.495
213.500992	84.487
213.867203	84.478
214.233414	84.470
214.599625	84.462
214.965836	84.454
215.332047	84.447
215.698258	84.439
216.064469	84.433
216.430680	84.426
216.796891	84.419
217.163102	84.413
217.529313	84.406
217.895524	84.399
218.261735	84.393
218.627946	84.386
218.994157	84.380
219.360368	84.373
219.726579	84.367
220.092790	84.360
220.459001	84.354
220.825212	84.347
221.191423	84.341
221.557634	84.334
221.923845	84.327
222.290056	84.321
222.656266	84.314
223.022477	84.307
223.388688	84.301
223.754899	84.294
224.121110	84.288
224.487321	84.282
224.853532	84.275
225.219743	84.270
225.585954	84.264
225.952165	84.258
226.318376	84.252
226.684587	84.247
227.050798	84.241
227.417009	84.235
227.783220	84.229
228.149431	84.223
228.515642	84.217
228.881853	84.210
229.248064	84.203
229.614275	84.197
229.980486	84.190
230.346697	84.183
230.712908	84.176
231.079119	84.169
231.445330	84.162
231.811541	84.155
232.177752	84.149
232.543963	84.142
232.910174	84.135
233.276385	84.129
233.642595	84.123
234.008806	84.117
234.375017	84.111
234.741228	84.105
235.107439	84.100
235.473650	84.094
235.839861	84.089
236.206072	84.083
236.572283	84.078
236.938494	84.072
237.304705	84.066
237.670916	84.060
238.037127	84.054
238.403338	84.048
238.769549	84.042
239.135760	84.036
239.501971	84.029
239.868182	84.023
240.234393	84.016
240.600604	84.009
240.966815	84.002
241.333026	83.996
241.699237	83.989
242.065448	83.982
242.431659	83.976
242.797870	83.969
243.164081	83.962
243.530292	83.955
243.896503	83.949
244.262714	83.942
244.628925	83.935
244.995135	83.928
245.361346	83.921
245.727557	83.915
246.093768	83.908
246.459979	83.901
246.826190	83.894
247.192401	83.888
247.558612	83.881
247.924823	83.874
248.291034	83.868
248.657245	83.861
249.023456	83.855
249.389667	83.849
249.755878	83.843
250.122089	83.838
250.488300	83.832
250.854511	83.828
251.220722	83.823
251.586933	83.819
251.953144	83.815
252.319355	83.812
252.685566	83.809
253.051777	83.807
253.417988	83.805
253.784199	83.803
254.150410	83.802
254.516621	83.802
254.882832	83.801
255.249043	83.801
255.615254	83.801
255.981465	83.801
256.347675	83.801
256.713886	83.801
257.080097	83.801
257.446308	83.801
257.812519	83.800
258.178730	83.799
258.544941	83.797
258.911152	83.796
259.277363	83.794
259.643574	83.792
260.009785	83.790
260.375996	83.788
260.742207	83.786
261.108418	83.784
261.474629	83.782
261.840840	83.780
262.207051	83.778
262.573262	83.776
262.939473	83.774
263.305684	83.772
263.671895	83.770
264.038106	83.768
264.404317	83.766
264.770528	83.764
265.136739	83.762
265.502950	83.760
265.869161	83.758
266.235372	83.756
266.601583	83.754
266.967794	83.752
267.334004	83.750
267.700215	83.748
268.066426	83.745
268.432637	83.742
268.798848	83.739
269.165059	83.736
269.531270	83.732
269.897481	83.728
270.263692	83.724
270.629903	83.719
270.996114	83.715
271.362325	83.711
271.728536	83.707
272.094747	83.703
272.460958	83.699
272.827169	83.695
273.193380	83.692
273.559591	83.688
273.925802	83.685
274.292013	83.682
274.658224	83.680
275.024435	83.677
275.390646	83.675
275.756857	83.672
276.123068	83.670
276.489279	83.668
276.855490	83.665
277.221701	83.663
277.587912	83.661
277.954123	83.658
278.320334	83.656
278.686544	83.653
279.052755	83.650
279.418966	83.648
279.785177	83.645
280.151388	83.642
280.517599	83.639
280.883810	83.636
281.250021	83.633
281.616232	83.630
281.982443	83.627
282.348654	83.625
282.714865	83.622
283.081076	83.620
283.447287	83.617
283.813498	83.615
284.179709	83.613
284.545920	83.611
284.912131	83.609
285.278342	83.607
285.644553	83.605
286.010764	83.603
286.376975	83.600
286.743186	83.598
287.109397	83.595
287.475608	83.593
287.841819	83.590
288.208030	83.587
288.574241	83.584
288.940452	83.581
289.306663	83.578
289.672873	83.576
290.039084	83.573
290.405295	83.570
290.771506	83.567
291.137717	83.564
291.503928	83.562
291.870139	83.559
292.236350	83.556
292.602561	83.554
292.968772	83.551
293.334983	83.549
293.701194	83.547
294.067405	83.544
294.433616	83.542
294.799827	83.539
295.166038	83.537
295.532249	83.535
295.898460	83.533
296.264671	83.531
296.630882	83.528
296.997093	83.526
297.363304	83.524
297.729515	83.522
298.095726	83.520
298.461937	83.518
298.828148	83.516
299.194359	83.514
299.560570	83.512
299.926781	83.510
300.292992	83.508
300.659203	83.506
301.025413	83.504
301.391624	83.502
301.757835	83.500
302.124046	83.498
302.490257	83.496
302.856468	83.493
303.222679	83.491
303.588890	83.489
303.955101	83.487
304.321312	83.485
304.687523	83.483
305.053734	83.481
305.419945	83.479
305.786156	83.478
306.152367	83.476
306.518578	83.475
306.884789	83.473
307.251000	83.472
307.617211	83.471
307.983422	83.470
308.349633	83.469
308.715844	83.468
309.082055	83.467
309.448266	83.466
309.814477	83.466
310.180688	83.465
310.546899	83.464
310.913110	83.464
311.279321	83.463
311.645532	83.462
312.011743	83.461
312.377953	83.460
312.744164	83.459
313.110375	83.458
313.476586	83.457
313.842797	83.455
314.209008	83.454
314.575219	83.452
314.941430	83.451
315.307641	83.449
315.673852	83.447
316.040063	83.446
316.406274	83.444
316.772485	83.442
317.138696	83.441
317.504907	83.439
317.871118	83.437
318.237329	83.436
318.603540	83.434
318.969751	83.432
319.335962	83.431
319.702173	83.429
320.068384	83.427
320.434595	83.426
320.800806	83.424
321.167017	83.422
321.533228	83.421
321.899439	83.419
322.265650	83.417
322.631861	83.416
322.998072	83.414
323.364282	83.412
323.730493	83.410
324.096704	83.408
324.462915	83.407
324.829126	83.405
325.195337	83.403
325.561548	83.401
325.927759	83.400
326.293970	83.398
326.660181	83.397
327.026392	83.395
327.392603	83.393
327.758814	83.392
328.125025	83.390
328.491236	83.389
328.857447	83.387
329.223658	83.385
329.589869	83.384
329.956080	83.382
330.322291	83.380
330.688502	83.378
331.054713	83.376
331.420924	83.374
331.787135	83.372
332.153346	83.370
332.519557	83.367
332.885768	83.365
333.251979	83.363
333.618190	83.360
333.984401	83.358
334.350612	83.356
334.716822	83.353
335.083033	83.351
335.449244	83.348
335.815455	83.346
336.181666	83.343
336.547877	83.341
336.914088	83.338
337.280299	83.335
337.646510	83.333
338.012721	83.330
338.378932	83.328
338.745143	83.325
339.111354	83.322
339.477565	83.320
339.843776	83.317
340.209987	83.315
340.576198	83.312
340.942409	83.310
341.308620	83.308
341.674831	83.306
342.041042	83.304
342.407253	83.302
342.773464	83.300
343.139675	83.298
343.505886	83.296
343.872097	83.295
344.238308	83.293
344.604519	83.291
344.970730	83.290
345.336941	83.288
345.703151	83.287
346.069362	83.285
346.435573	83.284
346.801784	83.282
347.167995	83.281
347.534206	83.279
347.900417	83.278
348.266628	83.277
348.632839	83.275
348.999050	83.274
349.365261	83.273
349.731472	83.272
350.097683	83.271
350.463894	83.270
350.830105	83.269
351.196316	83.268
351.562527	83.267
351.928738	83.266
352.294949	83.266
352.661160	83.265
353.027371	83.264
353.393582	83.264
353.759793	83.263
354.126004	83.263
354.492215	83.263
354.858426	83.263
355.224637	83.263
355.590848	83.263
355.957059	83.263
356.323270	83.263
356.689481	83.264
357.055691	83.264
357.421902	83.265
357.788113	83.265
358.154324	83.266
358.520535	83.267
358.886746	83.268
359.252957	83.269
359.619168	83.270
359.985379	83.270
360.351590	83.271
360.717801	83.272
361.084012	83.273
361.450223	83.274
361.816434	83.275
362.182645	83.276
362.548856	83.277
362.915067	83.278
363.281278	83.280
363.647489	83.281
364.013700	83.282
364.379911	83.284
364.746122	83.285
365.112333	83.287
365.478544	83.289
365.844755	83.291
366.210966	83.294
366.577177	83.296
366.943388	83.299
367.309599	83.302
367.675810	83.305
368.042020	83.308
368.408231	83.311
368.774442	83.314
369.140653	83.318
369.506864	83.322
369.873075	83.325
370.239286	83.329
370.605497	83.333
370.971708	83.337
371.337919	83.341
371.704130	83.344
372.070341	83.348
372.436552	83.353
372.802763	83.357
373.168974	83.361
